     ____
    / _  |   Frida 12.6.20 - A world-class dynamic instrumentation toolkit
   | (_| |
    > _  |   Commands:
   /_/ |_|       help      -> Displays the help system
   . . . .       object?   -> Display information about 'object'
   . . . .       exit/quit -> Exit
   . . . .
   . . . .   More info at http://www.frida.re/docs/home/
Spawning `com.cz.babySister`...
Spawned `com.cz.babySister`. Resuming main thread!
[Google AOSP on msm8996::com.cz.babySister]-> message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_filebufIcNS_11char_traitsIcEEE7seekposENS_4fposI9mbstate_tEEj  address:0x79a08b5374'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7DexFile11kClassesDexE  address:0x79a09e3020'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector17ConcurrentCopying29IssueDisableMarkingCheckpointEv  address:0x79a0595860'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror5Class18GetInnerClassFlagsENS_6HandleIS1_EEi  address:0x79a07645c4'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art14OatFileManager17GetPrimaryOatFileEv  address:0x79a07be120'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes64E19GetProgramHeaderNumEv  address:0x79a0569b84'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror6Method19CreateFromArtMethodILNS_11PointerSizeE4ELb0EEEPS1_PNS_6ThreadEPNS_9ArtMethodE  address:0x79a076bc58'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9JavaVMExt12HandleGetEnvEPPvi  address:0x79a06ad17c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc10accounting22ModUnionTableCardCache8SetCardsEv  address:0x79a0587068'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6MemMap16MapFileAtAddressEPhmiiilbbPKcPNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE  address:0x79a074ac2c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIN3art13TypeIndexInfoENS_9allocatorIS2_EEE21__push_back_slow_pathIS2_EEvOT_  address:0x79a07c15f0'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__18functionIFRN3art18BackgroundGcOptionEvEE4swapERS5_  address:0x79a0806440'} data: None
message: {'type': 'send', 'payload': 'name:_ZN7android4base13StringAppendVEPNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEPKcSt9__va_list  address:0x79a0920024'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art6detail20CmdlineParseArgumentINS_2gc5space20LargeObjectSpaceTypeEEE  address:0x79a09dadb0'} data: None
message: {'type': 'send', 'payload': 'name:MterpInvokeVirtualQuickRange  address:0x79a08e9d6c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7DexFile21OpenOneDexFileFromZipERKNS_10ZipArchiveEPKcRKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEEbPSC_PNS0_16ZipOpenErrorCodeE  address:0x79a0543620'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Trace14DumpMethodListERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEERKNS1_3setIPNS_9ArtMethodENS1_4lessIS9_EENS1_9allocatorIS9_EEEE  address:0x79a086f164'} data: None
message: {'type': 'send', 'payload': 'name:_Unwind_GetRegionStart  address:0x79a09215f8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ThreadList23UndoDebuggerSuspensionsEv  address:0x79a086613c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP16JdwpNetStateBase8WakePipeEv  address:0x79a06c082c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker34GetOrCreateAllocatorForClassLoaderENS_6ObjPtrINS_6mirror11ClassLoaderEEE  address:0x79a04e11d0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifierC1EPNS_6ThreadEPKNS_7DexFileENS_6HandleINS_6mirror8DexCacheEEENS7_INS8_11ClassLoaderEEERKNS4_8ClassDefEPKNS4_8CodeItemEjPNS_9ArtMethodEjbbbbb  address:0x79a087def4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker20CreatePrimitiveClassEPNS_6ThreadENS_9Primitive4TypeE  address:0x79a04cff10'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg20DbgClassLoadCallback12ClassPrepareENS_6HandleINS_6mirror5ClassEEES5_  address:0x79a053dfd0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18PerformConversionsINS_17ShadowFrameGetterILb1EEENS_6mirror26EmulatedStackFrameAccessorEEEbPNS_6ThreadENS_6HandleINS3_10MethodTypeEEES9_PT_PT0_i  address:0x79a0768358'} data: None
message: {'type': 'send', 'payload': 'name:artAllocStringFromCharsFromCodeTLAB  address:0x79a08c568c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art17TrackedAllocators4DumpERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEE  address:0x79a048e404'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18ClassLoaderContext27CreateContextForClassLoaderEP8_jobjectP13_jobjectArray  address:0x79a050b65c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter11DoIGetQuickILNS_9Primitive4TypeE0EEEbRNS_11ShadowFrameEPKNS_11InstructionEt  address:0x79a0635d60'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP16JdwpNetStateBaseC2EPNS0_9JdwpStateE  address:0x79a06c0698'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art27Arm64InstructionSetFeatures16GetFeatureStringEv  address:0x79a08b6384'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art14OatFileManager32FindOpenedOatFileFromDexLocationERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE  address:0x79a07bd8a8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror14PrimitiveArrayIdE15ResetArrayClassEv  address:0x79a0757a54'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg13ConfigureJdwpERKNS_4JDWP11JdwpOptionsE  address:0x79a051d0e0'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art8verifier7RegType21IsJavaLangObjectArrayEv  address:0x79a0899c14'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space13DlMallocSpaceC1EPNS_6MemMapEmRKNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEPvPhSF_SF_mbm  address:0x79a05ea08c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15DumpNativeStackERNSt3__113basic_ostreamIcNS0_11char_traitsIcEEEEiP12BacktraceMapPKcPNS_9ArtMethodEPv  address:0x79a077d260'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11Transaction9ObjectLog13LogShortValueENS_12MemberOffsetEsb  address:0x79a0871e28'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10CmplDoubleEdd  address:0x79a08d8da0'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art21RuntimeArgumentMapKeyINS_4UnitEEE  address:0x79a09dc0e8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector17ConcurrentCopying17SweepLargeObjectsEb  address:0x79a05988a0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ClassTable10VisitRootsINS_2gc9collector11MarkVisitorEEEvRKT_  address:0x79a05b6b44'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror10MethodType8SetClassEPNS0_5ClassE  address:0x79a076e0c0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror8ClassExt9ClassSizeENS_11PointerSizeE  address:0x79a0766888'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIPKN3art7OatFileENS_9allocatorIS4_EEE21__push_back_slow_pathIRKS4_EEvOT_  address:0x79a0504a34'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space11ZygoteSpace8FreeListEPNS_6ThreadEmPPNS_6mirror6ObjectE  address:0x79a06044d0'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art7Runtime20IsCompilingBootImageEv  address:0x79a08365d4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7ElfFileD2Ev  address:0x79a0570334'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIN3art6GcRootINS1_6mirror6StringEEENS_9allocatorIS5_EEE21__push_back_slow_pathIS5_EEvOT_  address:0x79a0621944'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg20ManageDeoptimizationEv  address:0x79a0532a84'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art21JavaStackTraceHandlerC1EPNS_12FaultManagerE  address:0x79a0573360'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc4Heap28MapAnonymousPreferredAddressEPKcPhmPNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEE  address:0x79a05c0230'} data: None
message: {'type': 'send', 'payload': 'name:artSet16StaticFromCode  address:0x79a08d7ef4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector16PartialMarkSweepC2EPNS0_4HeapEbRKNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEE  address:0x79a05b6eac'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5hprof5Hprof14MarkRootObjectEPKNS_6mirror6ObjectEP8_jobjectNS0_12HprofHeapTagEj  address:0x79a0609008'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc10accounting11SpaceBitmapILm4096EED1Ev  address:0x79a058d208'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3artlsERNSt3__113basic_ostreamIcNS0_11char_traitsIcEEEERKNS_10InvokeTypeE  address:0x79a09101c8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11MemMapArenaD0Ev  address:0x79a048e8f4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter11DoIPutQuickILNS_9Primitive4TypeE2ELb1EEEbRKNS_11ShadowFrameEPKNS_11InstructionEt  address:0x79a0645fdc'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeINS_12__value_typeItN3art22ProfileCompilationInfo9DexPcDataEEENS_19__map_value_compareItS5_NS_4lessItEELb1EEENS2_21ArenaAllocatorAdapterIS5_EEE12__find_equalItEERPNS_16__tree_node_baseIPvEENS_21__tree_const_iteratorIS5_PNS_11__tree_nodeIS5_SF_EElEERPNS_15__tree_end_nodeISH_EESI_RKT_  address:0x79a06e54dc'} data: None
message: {'type': 'send', 'payload': 'name:artAllocObjectFromCodeResolvedRegionInstrumented  address:0x79a08c65cc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ClassTable8ContainsENS_6ObjPtrINS_6mirror5ClassEEE  address:0x79a050e144'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art9OatHeader27GetStoreKeyValuePairByIndexEmPPKcS3_  address:0x79a07ae028'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art12StackVisitor9GetMethodEv  address:0x79a083faac'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ThreadPool7AddTaskEPNS_6ThreadEPNS_4TaskE  address:0x79a0868944'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror8CallSite13static_class_E  address:0x79a09e7090'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP16JdwpNetStateBase8MakePipeEv  address:0x79a06c0764'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Trace12FieldWrittenEPNS_6ThreadENS_6HandleINS_6mirror6ObjectEEEPNS_9ArtMethodEjPNS_8ArtFieldERKNS_6JValueE  address:0x79a086f71c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art7DexFile23DecodeDebugPositionInfoEPKNS0_8CodeItemEPFbPvRKNS0_12PositionInfoEES4_  address:0x79a0547748'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes64E9GetHeaderEv  address:0x79a0561e10'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror16MethodHandleImpl13static_class_E  address:0x79a09e70b8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art22ProfileCompilationInfo19GetClassDescriptorsERKNSt3__16vectorIPKNS_7DexFileENS1_9allocatorIS5_EEEE  address:0x79a06e2704'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art22IndirectReferenceTable17AbortIfNoCheckJNIERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE  address:0x79a0614580'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art3jit3JitE  address:0x79a09d8ac0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN7android4base8ReadlinkERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEPS7_  address:0x79a091e6b0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9ArtMethod20GetAccessFlagsDCheckILNS_17ReadBarrierOptionE1EEEvv  address:0x79a0487b68'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art17FindFieldFromCodeILNS_13FindFieldTypeE4ELb0EEEPNS_8ArtFieldEjPNS_9ArtMethodEPNS_6ThreadEm  address:0x79a0623044'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap12ImageDex2OatE  address:0x79a09e7750'} data: None
message: {'type': 'send', 'payload': 'name:artThrowStackOverflowFromCode  address:0x79a08d8f8c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes64E22GetProgramHeadersStartEv  address:0x79a0562218'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror14PrimitiveArrayIhE16GetWithoutChecksEi  address:0x79a07561ac'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifierlsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEERKNS0_10MethodTypeE  address:0x79a0911b00'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art30VisitClassLoaderClassesVisitor32DefiningClassLoaderFilterVisitorE  address:0x79a09d4ab0'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__19__sift_upIRNS_4lessIN3art19DexFileAndClassPairEEENS_11__wrap_iterIPS3_EEEEvT0_S9_T_NS_15iterator_traitsIS9_E15difference_typeE  address:0x79a07c19a0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art12StackVisitor9WalkStackILNS0_16CountTransitionsE0EEEvb  address:0x79a083e88c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art14ObjectRegistry17DisableCollectionEm  address:0x79a06c83b8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art17JobjectComparatorclEP8_jobjectS2_  address:0x79a0748a5c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ObjectLockINS_6mirror8ClassExtEE22WaitIgnoringInterruptsEv  address:0x79a07c36e0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector11MarkCompact22DelayReferenceReferentENS_6ObjPtrINS_6mirror5ClassEEENS3_INS4_9ReferenceEEE  address:0x79a059ce50'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__114__split_bufferIPNS_4pairIPN3art6mirror6ObjectENS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEEENS9_ISD_EEE9push_backEOSD_  address:0x79a06078c0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter16UnstartedRuntime25UnstartedClassNewInstanceEPNS_6ThreadEPNS_11ShadowFrameEPNS_6JValueEm  address:0x79a069d3f4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP9JdwpState19SendBufferedRequestEjRKNSt3__16vectorI5iovecNS2_9allocatorIS4_EEEE  address:0x79a06c0f98'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9BitVector12UnionIfNotInEPKS0_S2_  address:0x79a049010c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11annotations22GetAnnotationForMethodEPNS_9ArtMethodENS_6HandleINS_6mirror5ClassEEE  address:0x79a054d614'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIPN3art6mirror6ObjectENS_9allocatorIS4_EEE21__push_back_slow_pathIS4_EEvOT_  address:0x79a05a4b88'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror8DexCache4InitEPKNS_7DexFileENS_6ObjPtrINS0_6StringEEEPNSt3__16atomicINS0_12DexCachePairIS6_EEEEjPNS9_INSA_INS0_5ClassEEEEEjPNS9_INS0_18NativeDexCachePairINS_9ArtMethodEEEEEjPNS9_INSI_INS_8ArtFieldEEEEEjPNS9_INSA_INS0_10MethodTypeEEEEEjPNS_6GcRootINS0_8CallSiteEEEj  address:0x79a07675c0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15DexFileVerifier21CheckIntraDataSectionEmjNS_7DexFile11MapItemTypeE  address:0x79a055ad4c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg18ToJdwpThreadStatusENS_11ThreadStateE  address:0x79a0529c4c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Trace16IsTracingEnabledEv  address:0x79a0870d90'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror8DexCache18InitializeDexCacheEPNS_6ThreadENS_6ObjPtrIS1_EENS4_INS0_6StringEEEPKNS_7DexFileEPNS_11LinearAllocENS_11PointerSizeE  address:0x79a076735c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15instrumentation15Instrumentation20DeoptimizeEverythingEPKc  address:0x79a0619a34'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art10OatDexFile11GetOatClassEt  address:0x79a07b35f4'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__114__split_bufferIPPN3art8ArtFieldERNS_9allocatorIS4_EEE10push_frontERKS4_  address:0x79a0505e48'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art23GetClassInToObjectArrayE  address:0x79a09d4ad8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN3art22ProfileCompilationInfoEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE4findIS7_EENS_15__tree_iteratorISB_PNS_11__tree_nodeISB_PvEElEERKT_  address:0x79a06ebd9c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeIPKcN3art21CharPointerComparatorENS_9allocatorIS2_EEE7destroyEPNS_11__tree_nodeIS2_PvEE  address:0x79a07815a8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter28CheckInterpreterAsmConstantsEv  address:0x79a062d9b4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap6ZygoteE  address:0x79a09e7170'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeINS_12__value_typeIjjEENS_19__map_value_compareIjS2_NS_4lessIjEELb1EEEN3art27ScopedArenaAllocatorAdapterIS2_EEE15__emplace_multiIJRKNS_4pairIKjjEEEEENS_15__tree_iteratorIS2_PNS_11__tree_nodeIS2_PvEElEEDpOT_  address:0x79a0892e5c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes32E18CheckSectionsExistEPN9unix_file6FdFileEPNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEE  address:0x79a0565788'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker9SetIMTRefEPNS_9ArtMethodES2_S2_PbPS2_  address:0x79a04f0c84'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9ArenaPool14FreeArenaChainEPNS_5ArenaE  address:0x79a048ee28'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art21RuntimeArgumentMapKeyINSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEEE  address:0x79a09dc128'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art12SleepForeverEv  address:0x79a0879e7c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16PrettyDescriptorENS_9Primitive4TypeE  address:0x79a0879bb8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15DexFileVerifier17CheckEncodedArrayEv  address:0x79a0557ee8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gclsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEERKNS0_13CollectorTypeE  address:0x79a090f518'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector17ConcurrentCopying21ReenableWeakRefAccessEPNS_6ThreadE  address:0x79a05955c8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art32ThrowWrappedBootstrapMethodErrorEPKcz  address:0x79a0512a34'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art13ProfilingInfo6CreateEPNS_6ThreadEPNS_9ArtMethodEb  address:0x79a06e5d8c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15DexFileVerifier29CheckIntraClassDataItemFieldsILb0EEEbPNS_21ClassDataItemIteratorEPbPNS_3dex9TypeIndexEPPKNS_7DexFile8ClassDefE  address:0x79a0558be0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9allocator8RosAlloc3Run4DumpEv  address:0x79a057bcf0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter10DoFieldPutILNS_13FindFieldTypeE3ELNS_9Primitive4TypeE6ELb0ELb1EEEbPNS_6ThreadERKNS_11ShadowFrameEPKNS_11InstructionEt  address:0x79a063b910'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15DexFileVerifier23CheckInterClassDataItemEv  address:0x79a055d3e4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art22ProfileCompilationInfo10SafeBuffer7AdvanceEm  address:0x79a06de56c'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVNSt3__120__shared_ptr_pointerIPNS_6vectorINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEENS5_IS7_EEEENS_14default_deleteIS9_EENS5_IS9_EEEE  address:0x79a09d98c8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ThreadPool7GetTaskEPNS_6ThreadE  address:0x79a0869130'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7DexFile25GetMultiDexClassesDexNameEm  address:0x79a05418ec'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc4Heap20VerifyHeapReferencesEb  address:0x79a05d7ce4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5hprof5Hprof9VisitRootEPNS_6mirror6ObjectERKNS_8RootInfoE  address:0x79a060d2b4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art17SuspensionHandlerC1EPNS_12FaultManagerE  address:0x79a0573258'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11InternTable25InsertWeakFromTransactionENS_6ObjPtrINS_6mirror6StringEEE  address:0x79a061fd98'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art22CountModifiedUtf8CharsEPKc  address:0x79a0874ef0'} data: None
